,date,time,latitude,longitude,region name,depth,magnitude type,magnitude,eqid,hour,minute,second,datetime,has_influence_on,dist_from_path
1273,2016-10-31,08:31:42,42.8,13.11,CENTRAL ITALY,11,ML,2.5,541529,8,31,42.0,2016-10-31 08:31:42,ICV,63
1274,2016-10-31,08:28:18,42.7,13.26,CENTRAL ITALY,12,ML,2.5,541528,8,28,18.0,2016-10-31 08:28:18,ICV,48
1275,2016-10-31,08:20:46,42.8,13.13,CENTRAL ITALY,11,ML,2.5,541524,8,20,46.0,2016-10-31 08:20:46,ICV,62
1277,2016-10-31,08:12:05,42.85,13.09,CENTRAL ITALY,10,ML,2.6,541521,8,12,5.0,2016-10-31 08:12:05,ICV,69
1278,2016-10-31,08:06:21,42.84,13.1,CENTRAL ITALY,11,ML,2.5,541519,8,6,21.0,2016-10-31 08:06:21,ICV,67
1256,2016-10-31,09:59:54,42.79,13.19,CENTRAL ITALY,12,ML,2.5,541574,9,59,54.0,2016-10-31 09:59:54,ICV,59
1257,2016-10-31,09:48:50,42.74,13.23,CENTRAL ITALY,10,ML,2.6,541569,9,48,50.0,2016-10-31 09:48:50,ICV,53
1258,2016-10-31,09:41:01,42.83,13.2,CENTRAL ITALY,10,ML,2.6,541567,9,41,1.0,2016-10-31 09:41:01,ICV,63
1259,2016-10-31,09:38:13,43.26,17.88,BOSNIA AND HERZEGOVINA,8,ML,4.2,541564,9,38,13.0,2016-10-31 09:38:13,ICV,68
1260,2016-10-31,09:37:06,42.91,13.11,CENTRAL ITALY,9,ML,3.0,541568,9,37,6.0,2016-10-31 09:37:06,ICV,74
1261,2016-10-31,09:34:21,42.97,13.09,CENTRAL ITALY,10,ML,3.6,541559,9,34,21.0,2016-10-31 09:34:21,ICV,80
1262,2016-10-31,09:26:51,42.8,13.11,CENTRAL ITALY,10,ML,2.9,541550,9,26,51.0,2016-10-31 09:26:51,ICV,63
1263,2016-10-31,09:10:06,42.74,13.14,CENTRAL ITALY,11,ML,2.7,541546,9,10,6.0,2016-10-31 09:10:06,ICV,56
1265,2016-10-31,09:06:15,42.92,13.21,CENTRAL ITALY,7,ML,2.7,541548,9,6,15.0,2016-10-31 09:06:15,ICV,71
1266,2016-10-31,09:04:45,42.79,13.07,CENTRAL ITALY,11,ML,2.9,541545,9,4,45.0,2016-10-31 09:04:45,ICV,64
1267,2016-10-31,09:03:07,42.78,13.07,CENTRAL ITALY,11,ML,2.6,541543,9,3,7.0,2016-10-31 09:03:07,ICV,63
1248,2016-10-31,10:57:34,42.62,13.3,CENTRAL ITALY,10,ML,2.6,541594,10,57,34.0,2016-10-31 10:57:34,ICV,39
1249,2016-10-31,10:55:40,42.88,13.09,CENTRAL ITALY,10,ML,2.6,541596,10,55,40.0,2016-10-31 10:55:40,ICV,72
1250,2016-10-31,10:39:35,42.81,13.11,CENTRAL ITALY,11,ML,2.5,541589,10,39,35.0,2016-10-31 10:39:35,ICV,64
1251,2016-10-31,10:31:56,42.8,13.12,CENTRAL ITALY,10,ML,2.8,541586,10,31,56.0,2016-10-31 10:31:56,ICV,63
1252,2016-10-31,10:19:24,42.82,13.16,CENTRAL ITALY,11,ML,2.7,541581,10,19,24.0,2016-10-31 10:19:24,ICV,63
1253,2016-10-31,10:17:07,42.94,13.22,CENTRAL ITALY,9,ML,2.7,541579,10,17,7.0,2016-10-31 10:17:07,ICV,73
1254,2016-10-31,10:12:11,42.91,13.22,CENTRAL ITALY,9,ML,2.8,541578,10,12,11.0,2016-10-31 10:12:11,ICV,70
1255,2016-10-31,10:01:52,42.79,13.11,CENTRAL ITALY,11,ML,2.5,541577,10,1,52.0,2016-10-31 10:01:52,ICV,62
1239,2016-10-31,11:45:39,42.94,13.2,CENTRAL ITALY,8,ML,2.7,541613,11,45,39.0,2016-10-31 11:45:39,ICV,74
1240,2016-10-31,11:42:34,43.06,13.07,CENTRAL ITALY,9,ML,2.6,541612,11,42,34.0,2016-10-31 11:42:34,ICV,90
1241,2016-10-31,11:25:34,42.8,13.1,CENTRAL ITALY,10,ML,2.9,541604,11,25,34.0,2016-10-31 11:25:34,ICV,63
1242,2016-10-31,11:23:33,42.69,13.27,CENTRAL ITALY,11,ML,3.1,541603,11,23,33.0,2016-10-31 11:23:33,ICV,47
1243,2016-10-31,11:16:59,42.87,13.03,CENTRAL ITALY,11,ML,2.8,541601,11,16,59.0,2016-10-31 11:16:59,ICV,73
1244,2016-10-31,11:15:53,42.83,13.07,CENTRAL ITALY,10,ML,2.8,541602,11,15,53.0,2016-10-31 11:15:53,ICV,67
1247,2016-10-31,11:02:58,42.76,13.02,CENTRAL ITALY,10,ML,3.2,541595,11,2,58.0,2016-10-31 11:02:58,ICV,62
1232,2016-10-31,12:45:58,42.91,13.14,CENTRAL ITALY,10,ML,2.7,541632,12,45,58.0,2016-10-31 12:45:58,ICV,73
1233,2016-10-31,12:36:40,42.68,13.22,CENTRAL ITALY,15,ML,2.8,541628,12,36,40.0,2016-10-31 12:36:40,ICV,48
1234,2016-10-31,12:32:24,42.72,13.24,CENTRAL ITALY,10,ML,2.7,541627,12,32,24.0,2016-10-31 12:32:24,ICV,51
1235,2016-10-31,12:30:16,42.92,13.02,CENTRAL ITALY,11,ML,3.0,541625,12,30,16.0,2016-10-31 12:30:16,ICV,78
1236,2016-10-31,12:15:15,42.92,13.22,CENTRAL ITALY,9,ML,3.2,541624,12,15,15.0,2016-10-31 12:15:15,ICV,71
1237,2016-10-31,12:08:57,42.9,13.2,CENTRAL ITALY,11,ML,2.5,541622,12,8,57.0,2016-10-31 12:08:57,ICV,70
1226,2016-10-31,13:59:35,42.9,13.04,CENTRAL ITALY,10,ML,2.6,541651,13,59,35.0,2016-10-31 13:59:35,ICV,75
1227,2016-10-31,13:50:36,43.03,13.12,CENTRAL ITALY,6,ML,2.9,541644,13,50,36.0,2016-10-31 13:50:36,ICV,85
1228,2016-10-31,13:31:48,42.68,13.21,CENTRAL ITALY,12,ML,2.5,541641,13,31,48.0,2016-10-31 13:31:48,ICV,48
1229,2016-10-31,13:19:51,42.9,13.1,CENTRAL ITALY,10,ML,2.8,541638,13,19,51.0,2016-10-31 13:19:51,ICV,73
1230,2016-10-31,13:16:06,42.72,13.2,CENTRAL ITALY,14,ML,2.5,541639,13,16,6.0,2016-10-31 13:16:06,ICV,52
1231,2016-10-31,13:14:40,42.79,13.2,CENTRAL ITALY,10,ML,2.5,541635,13,14,40.0,2016-10-31 13:14:40,ICV,59
1218,2016-10-31,14:52:20,42.87,13.06,CENTRAL ITALY,10,ML,3.1,541672,14,52,20.0,2016-10-31 14:52:20,ICV,72
1219,2016-10-31,14:45:22,42.67,13.2,CENTRAL ITALY,14,ML,2.6,541670,14,45,22.0,2016-10-31 14:45:22,ICV,47
1223,2016-10-31,14:11:01,42.69,13.18,CENTRAL ITALY,14,ML,2.7,541667,14,11,1.0,2016-10-31 14:11:01,ICV,50
1224,2016-10-31,14:08:17,42.93,13.12,CENTRAL ITALY,10,ML,2.5,541666,14,8,17.0,2016-10-31 14:08:17,ICV,75
1210,2016-10-31,15:55:27,42.9,13.14,CENTRAL ITALY,8,ML,3.4,541689,15,55,27.0,2016-10-31 15:55:27,ICV,72
1211,2016-10-31,15:51:05,42.8,13.16,CENTRAL ITALY,11,ML,2.5,541684,15,51,5.0,2016-10-31 15:51:05,ICV,61
1212,2016-10-31,15:45:05,42.87,13.1,CENTRAL ITALY,11,ML,2.8,541683,15,45,5.0,2016-10-31 15:45:05,ICV,70
1213,2016-10-31,15:33:20,42.71,13.24,CENTRAL ITALY,14,ML,2.8,541680,15,33,20.0,2016-10-31 15:33:20,ICV,50
1214,2016-10-31,15:29:41,42.75,13.18,CENTRAL ITALY,11,ML,2.9,541679,15,29,41.0,2016-10-31 15:29:41,ICV,56
1215,2016-10-31,15:08:04,42.75,13.14,CENTRAL ITALY,16,ML,3.2,541677,15,8,4.0,2016-10-31 15:08:04,ICV,57
1216,2016-10-31,15:03:46,42.99,13.14,CENTRAL ITALY,7,ML,2.5,541676,15,3,46.0,2016-10-31 15:03:46,ICV,81
1205,2016-10-31,16:59:16,42.89,13.07,CENTRAL ITALY,10,ML,2.8,541698,16,59,16.0,2016-10-31 16:59:16,ICV,73
1207,2016-10-31,16:43:06,42.85,13.16,CENTRAL ITALY,10,ML,3.1,541696,16,43,6.0,2016-10-31 16:43:06,ICV,66
1208,2016-10-31,16:41:48,42.81,13.18,CENTRAL ITALY,9,ML,2.6,541694,16,41,48.0,2016-10-31 16:41:48,ICV,62
1209,2016-10-31,16:30:52,43.07,13.06,CENTRAL ITALY,9,ML,2.9,541697,16,30,52.0,2016-10-31 16:30:52,ICV,91
1197,2016-10-31,17:58:19,42.74,13.15,CENTRAL ITALY,19,ML,3.1,541715,17,58,19.0,2016-10-31 17:58:19,ICV,56
1198,2016-10-31,17:52:42,42.85,13.02,CENTRAL ITALY,11,ML,2.5,541716,17,52,42.0,2016-10-31 17:52:42,ICV,71
1199,2016-10-31,17:46:25,43.02,13.08,CENTRAL ITALY,9,ML,2.7,541712,17,46,25.0,2016-10-31 17:46:25,ICV,86
1200,2016-10-31,17:45:20,42.82,13.17,CENTRAL ITALY,11,ML,2.7,541710,17,45,20.0,2016-10-31 17:45:20,ICV,63
1201,2016-10-31,17:40:31,42.95,13.2,CENTRAL ITALY,8,ML,3.1,541713,17,40,31.0,2016-10-31 17:40:31,ICV,75
1202,2016-10-31,17:31:03,42.83,13.03,CENTRAL ITALY,11,ML,2.7,541709,17,31,3.0,2016-10-31 17:31:03,ICV,69
1203,2016-10-31,17:14:44,42.77,13.05,CENTRAL ITALY,10,ML,3.2,541707,17,14,44.0,2016-10-31 17:14:44,ICV,62
1191,2016-10-31,18:56:46,43.04,13.1,CENTRAL ITALY,7,ML,3.0,541724,18,56,46.0,2016-10-31 18:56:46,ICV,87
1192,2016-10-31,18:55:17,42.77,13.22,CENTRAL ITALY,11,ML,2.8,541722,18,55,17.0,2016-10-31 18:55:17,ICV,56
1193,2016-10-31,18:43:43,42.95,13.11,CENTRAL ITALY,13,ML,2.5,541721,18,43,43.0,2016-10-31 18:43:43,ICV,78
1194,2016-10-31,18:33:25,42.79,13.15,CENTRAL ITALY,9,ML,2.5,541720,18,33,25.0,2016-10-31 18:33:25,ICV,61
1196,2016-10-31,18:13:30,42.9,13.16,CENTRAL ITALY,9,ML,2.6,541718,18,13,30.0,2016-10-31 18:13:30,ICV,71
1184,2016-10-31,19:46:54,42.93,13.21,CENTRAL ITALY,9,ML,2.7,541732,19,46,54.0,2016-10-31 19:46:54,ICV,72
1185,2016-10-31,19:39:51,42.92,13.13,CENTRAL ITALY,10,ML,2.5,541731,19,39,51.0,2016-10-31 19:39:51,ICV,74
1186,2016-10-31,19:34:20,42.73,13.18,CENTRAL ITALY,14,ML,2.2,541729,19,34,20.0,2016-10-31 19:34:20,ICV,54
1187,2016-10-31,19:31:52,42.89,13.16,CENTRAL ITALY,8,ML,2.8,541730,19,31,52.0,2016-10-31 19:31:52,ICV,70
1188,2016-10-31,19:28:54,42.82,13.15,CENTRAL ITALY,11,ML,2.9,541727,19,28,54.0,2016-10-31 19:28:54,ICV,64
1189,2016-10-31,19:23:28,43.0,13.13,CENTRAL ITALY,8,ML,2.6,541728,19,23,28.0,2016-10-31 19:23:28,ICV,82
1190,2016-10-31,19:04:36,42.85,13.18,CENTRAL ITALY,11,ML,2.5,541725,19,4,36.0,2016-10-31 19:04:36,ICV,65
1179,2016-10-31,20:55:16,42.68,13.2,CENTRAL ITALY,11,ML,2.5,541742,20,55,16.0,2016-10-31 20:55:16,ICV,48
1180,2016-10-31,20:51:37,42.89,13.2,CENTRAL ITALY,8,ML,2.8,541739,20,51,37.0,2016-10-31 20:51:37,ICV,69
1181,2016-10-31,20:41:04,42.78,13.11,CENTRAL ITALY,10,ML,2.7,541738,20,41,4.0,2016-10-31 20:41:04,ICV,61
1182,2016-10-31,20:24:16,42.94,13.21,CENTRAL ITALY,8,ML,3.2,541737,20,24,16.0,2016-10-31 20:24:16,ICV,73
1183,2016-10-31,20:09:19,43.06,13.08,CENTRAL ITALY,7,ML,2.7,541735,20,9,19.0,2016-10-31 20:09:19,ICV,90
1171,2016-10-31,21:48:30,42.8,13.12,CENTRAL ITALY,9,ML,2.6,541756,21,48,30.0,2016-10-31 21:48:30,ICV,63
1172,2016-10-31,21:40:13,42.76,13.06,CENTRAL ITALY,10,ML,2.5,541754,21,40,13.0,2016-10-31 21:40:13,ICV,61
1173,2016-10-31,21:34:55,42.69,13.27,CENTRAL ITALY,10,ML,2.5,541752,21,34,55.0,2016-10-31 21:34:55,ICV,47
1174,2016-10-31,21:22:53,42.73,13.21,CENTRAL ITALY,10,ML,2.6,541750,21,22,53.0,2016-10-31 21:22:53,ICV,53
1175,2016-10-31,21:17:13,42.9,13.15,CENTRAL ITALY,9,ML,2.8,541749,21,17,13.0,2016-10-31 21:17:13,ICV,71
1176,2016-10-31,21:16:06,42.87,13.16,CENTRAL ITALY,12,ML,2.8,541751,21,16,6.0,2016-10-31 21:16:06,ICV,68
1177,2016-10-31,21:09:09,42.89,13.18,CENTRAL ITALY,14,ML,3.0,541747,21,9,9.0,2016-10-31 21:09:09,ICV,69
1178,2016-10-31,21:04:28,42.84,13.07,CENTRAL ITALY,10,ML,2.0,541744,21,4,28.0,2016-10-31 21:04:28,ICV,68
1163,2016-10-31,22:53:30,42.89,13.16,CENTRAL ITALY,9,ML,2.6,541770,22,53,30.0,2016-10-31 22:53:30,ICV,70
1164,2016-10-31,22:49:28,42.72,13.26,CENTRAL ITALY,12,ML,2.6,541767,22,49,28.0,2016-10-31 22:49:28,ICV,50
1165,2016-10-31,22:45:26,42.85,13.04,CENTRAL ITALY,11,ML,2.5,541766,22,45,26.0,2016-10-31 22:45:26,ICV,70
1166,2016-10-31,22:41:31,42.8,13.11,CENTRAL ITALY,11,ML,2.8,541769,22,41,31.0,2016-10-31 22:41:31,ICV,63
1168,2016-10-31,22:24:53,42.81,13.05,CENTRAL ITALY,11,ML,3.4,541760,22,24,53.0,2016-10-31 22:24:53,ICV,66
1169,2016-10-31,22:19:52,42.82,13.13,CENTRAL ITALY,9,ML,2.8,541763,22,19,52.0,2016-10-31 22:19:52,ICV,64
1170,2016-10-31,22:11:50,42.83,13.23,CENTRAL ITALY,9,ML,2.6,541761,22,11,50.0,2016-10-31 22:11:50,ICV,62
1156,2016-10-31,23:55:53,42.95,13.2,CENTRAL ITALY,7,ML,3.2,541784,23,55,53.0,2016-10-31 23:55:53,ICV,75
1157,2016-10-31,23:49:23,42.89,13.03,CENTRAL ITALY,10,ML,2.5,541776,23,49,23.0,2016-10-31 23:49:23,ICV,75
1158,2016-10-31,23:39:52,42.72,13.28,CENTRAL ITALY,12,ML,2.5,541781,23,39,52.0,2016-10-31 23:39:52,ICV,49
1161,2016-10-31,23:07:17,42.67,13.27,CENTRAL ITALY,11,ML,2.6,541773,23,7,17.0,2016-10-31 23:07:17,ICV,45
1149,2016-11-01,00:56:36,42.82,13.16,CENTRAL ITALY,10,ML,2.6,541794,0,56,36.0,2016-11-01 00:56:36,ICV,63
1150,2016-11-01,00:40:34,42.93,13.06,CENTRAL ITALY,10,ML,3.1,541791,0,40,34.0,2016-11-01 00:40:34,ICV,78
1151,2016-11-01,00:36:36,42.85,13.08,CENTRAL ITALY,9,ML,3.2,541789,0,36,36.0,2016-11-01 00:36:36,ICV,69
1152,2016-11-01,00:27:37,42.81,13.14,CENTRAL ITALY,11,ML,2.7,541787,0,27,37.0,2016-11-01 00:27:37,ICV,63
1153,2016-11-01,00:21:57,42.85,13.21,CENTRAL ITALY,8,ML,2.5,541786,0,21,57.0,2016-11-01 00:21:57,ICV,64
1154,2016-11-01,00:10:20,42.95,13.2,CENTRAL ITALY,8,ML,2.8,541785,0,10,20.0,2016-11-01 00:10:20,ICV,75
1155,2016-11-01,00:06:36,42.81,13.13,CENTRAL ITALY,12,ML,2.6,541783,0,6,36.0,2016-11-01 00:06:36,ICV,63
1146,2016-11-01,01:37:38,42.75,13.18,CENTRAL ITALY,9,ML,2.5,541798,1,37,38.0,2016-11-01 01:37:38,ICV,56
1147,2016-11-01,01:16:46,42.93,13.06,CENTRAL ITALY,9,ML,2.8,541797,1,16,46.0,2016-11-01 01:16:46,ICV,78
1148,2016-11-01,01:00:14,42.96,13.15,CENTRAL ITALY,10,ML,2.8,541796,1,0,14.0,2016-11-01 01:00:14,ICV,77
1138,2016-11-01,02:46:32,42.91,13.21,CENTRAL ITALY,9,ML,2.5,541815,2,46,32.0,2016-11-01 02:46:32,ICV,70
1139,2016-11-01,02:44:09,42.77,13.03,CENTRAL ITALY,10,ML,3.2,541812,2,44,9.0,2016-11-01 02:44:09,ICV,63
1141,2016-11-01,02:35:48,42.66,13.19,CENTRAL ITALY,2,ML,3.2,541809,2,35,48.0,2016-11-01 02:35:48,ICV,47
1142,2016-11-01,02:34:44,42.8,13.18,CENTRAL ITALY,10,ML,3.0,541810,2,34,44.0,2016-11-01 02:34:44,ICV,61
1143,2016-11-01,02:17:43,42.88,13.22,CENTRAL ITALY,7,ML,2.8,541805,2,17,43.0,2016-11-01 02:17:43,ICV,67
1130,2016-11-01,03:53:23,42.72,13.1,CENTRAL ITALY,2,ML,2.9,541828,3,53,23.0,2016-11-01 03:53:23,ICV,56
1132,2016-11-01,03:41:27,42.9,13.31,CENTRAL ITALY,25,ML,3.2,541827,3,41,27.0,2016-11-01 03:41:27,ICV,66
1134,2016-11-01,03:39:03,42.79,13.14,CENTRAL ITALY,10,ML,2.5,541826,3,39,3.0,2016-11-01 03:39:03,ICV,61
1136,2016-11-01,03:19:05,42.91,13.31,CENTRAL ITALY,25,ML,3.8,541822,3,19,5.0,2016-11-01 03:19:05,ICV,67
1137,2016-11-01,03:00:21,42.99,13.15,CENTRAL ITALY,9,ML,3.0,541823,3,0,21.0,2016-11-01 03:00:21,ICV,80
1127,2016-11-01,04:55:41,42.78,13.14,CENTRAL ITALY,11,ML,3.0,541907,4,55,41.0,2016-11-01 04:55:41,ICV,60
1128,2016-11-01,04:43:19,42.69,13.25,CENTRAL ITALY,12,ML,2.5,541848,4,43,19.0,2016-11-01 04:43:19,ICV,48
1129,2016-11-01,04:09:15,42.6,13.34,CENTRAL ITALY,10,ML,3.1,541832,4,9,15.0,2016-11-01 04:09:15,ICV,36
1120,2016-11-01,05:54:15,42.76,13.16,CENTRAL ITALY,12,ML,2.7,541935,5,54,15.0,2016-11-01 05:54:15,ICV,57
1121,2016-11-01,05:44:17,43.01,13.14,CENTRAL ITALY,8,ML,2.6,541934,5,44,17.0,2016-11-01 05:44:17,ICV,83
1122,2016-11-01,05:42:50,42.75,13.2,CENTRAL ITALY,10,ML,2.7,541932,5,42,50.0,2016-11-01 05:42:50,ICV,55
1123,2016-11-01,05:38:43,42.75,13.12,CENTRAL ITALY,10,ML,2.6,541933,5,38,43.0,2016-11-01 05:38:43,ICV,58
1124,2016-11-01,05:30:37,43.03,13.1,CENTRAL ITALY,8,ML,2.7,541928,5,30,37.0,2016-11-01 05:30:37,ICV,86
1126,2016-11-01,05:14:36,43.03,13.08,CENTRAL ITALY,11,ML,2.7,541913,5,14,36.0,2016-11-01 05:14:36,ICV,87
1115,2016-11-01,06:43:33,43.01,13.14,CENTRAL ITALY,8,ML,3.2,541958,6,43,33.0,2016-11-01 06:43:33,ICV,83
1116,2016-11-01,06:36:05,43.01,13.14,CENTRAL ITALY,9,ML,3.6,541954,6,36,5.0,2016-11-01 06:36:05,ICV,83
1118,2016-11-01,06:18:56,42.89,13.22,CENTRAL ITALY,8,ML,2.5,541943,6,18,56.0,2016-11-01 06:18:56,ICV,68
1119,2016-11-01,06:05:52,42.86,13.21,CENTRAL ITALY,8,ML,2.7,541942,6,5,52.0,2016-11-01 06:05:52,ICV,65
1110,2016-11-01,07:56:39,43.0,13.16,CENTRAL ITALY,10,MW,4.9,541962,7,56,39.0,2016-11-01 07:56:39,ICV,81
1113,2016-11-01,07:42:11,43.05,13.1,CENTRAL ITALY,9,ML,2.3,541963,7,42,11.0,2016-11-01 07:42:11,ICV,88
1114,2016-11-01,07:32:50,42.9,13.05,CENTRAL ITALY,10,ML,3.1,541960,7,32,50.0,2016-11-01 07:32:50,ICV,75
1103,2016-11-01,08:48:29,42.82,13.08,CENTRAL ITALY,11,ML,2.8,541977,8,48,29.0,2016-11-01 08:48:29,ICV,66
1104,2016-11-01,08:38:21,42.87,13.2,CENTRAL ITALY,9,ML,2.7,541974,8,38,21.0,2016-11-01 08:38:21,ICV,67
1105,2016-11-01,08:07:24,42.99,13.15,CENTRAL ITALY,10,ML,3.5,541969,8,7,24.0,2016-11-01 08:07:24,ICV,80
1106,2016-11-01,08:04:31,42.96,13.18,CENTRAL ITALY,8,ML,2.8,541972,8,4,31.0,2016-11-01 08:04:31,ICV,76
1107,2016-11-01,08:03:08,42.64,13.18,CENTRAL ITALY,16,ML,2.5,541967,8,3,8.0,2016-11-01 08:03:08,ICV,45
1108,2016-11-01,08:01:26,43.01,13.13,CENTRAL ITALY,8,ML,3.3,541970,8,1,26.0,2016-11-01 08:01:26,ICV,83
1109,2016-11-01,08:00:22,43.01,13.15,CENTRAL ITALY,10,ML,3.2,541968,8,0,22.0,2016-11-01 08:00:22,ICV,82
1098,2016-11-01,09:51:44,42.79,13.11,CENTRAL ITALY,10,ML,2.6,541985,9,51,44.0,2016-11-01 09:51:44,ICV,62
1099,2016-11-01,09:27:18,42.82,13.14,CENTRAL ITALY,11,ML,2.5,541982,9,27,18.0,2016-11-01 09:27:18,ICV,64
1100,2016-11-01,09:22:10,42.85,13.22,CENTRAL ITALY,10,ML,2.6,541983,9,22,10.0,2016-11-01 09:22:10,ICV,64
1101,2016-11-01,09:09:37,42.74,13.21,CENTRAL ITALY,10,ML,2.5,541981,9,9,37.0,2016-11-01 09:09:37,ICV,54
1089,2016-11-01,10:50:37,43.61,11.01,CENTRAL ITALY,7,ML,2.6,542001,10,50,37.0,2016-11-01 10:50:37,ICV,220
1090,2016-11-01,10:47:34,43.59,11.0,CENTRAL ITALY,2,ML,3.1,541999,10,47,34.0,2016-11-01 10:47:34,ICV,218
1092,2016-11-01,10:34:23,42.89,13.13,CENTRAL ITALY,11,ML,2.5,541997,10,34,23.0,2016-11-01 10:34:23,ICV,71
1093,2016-11-01,10:31:54,42.8,13.14,CENTRAL ITALY,10,ML,2.8,541996,10,31,54.0,2016-11-01 10:31:54,ICV,62
1095,2016-11-01,10:16:03,42.7,13.23,CENTRAL ITALY,12,ML,2.7,541994,10,16,3.0,2016-11-01 10:16:03,ICV,49
1096,2016-11-01,10:01:57,42.86,13.12,CENTRAL ITALY,14,ML,2.6,541987,10,1,57.0,2016-11-01 10:01:57,ICV,69
1081,2016-11-01,11:54:26,42.8,13.19,CENTRAL ITALY,9,ML,3.0,542020,11,54,26.0,2016-11-01 11:54:26,ICV,60
1082,2016-11-01,11:41:51,42.69,13.15,CENTRAL ITALY,13,ML,3.2,542019,11,41,51.0,2016-11-01 11:41:51,ICV,51
1083,2016-11-01,11:40:40,42.86,13.04,CENTRAL ITALY,10,ML,2.8,542018,11,40,40.0,2016-11-01 11:40:40,ICV,71
1084,2016-11-01,11:38:02,42.95,13.14,CENTRAL ITALY,8,ML,2.6,542016,11,38,2.0,2016-11-01 11:38:02,ICV,77
1085,2016-11-01,11:32:43,42.73,13.21,CENTRAL ITALY,12,ML,3.2,542013,11,32,43.0,2016-11-01 11:32:43,ICV,53
1088,2016-11-01,11:02:31,42.87,13.13,CENTRAL ITALY,10,ML,2.6,542008,11,2,31.0,2016-11-01 11:02:31,ICV,69
1074,2016-11-01,12:54:30,42.71,13.21,CENTRAL ITALY,9,ML,2.7,542034,12,54,30.0,2016-11-01 12:54:30,ICV,51
1075,2016-11-01,12:49:59,42.89,13.19,CENTRAL ITALY,7,ML,2.5,542032,12,49,59.0,2016-11-01 12:49:59,ICV,69
1077,2016-11-01,12:39:10,42.73,13.03,CENTRAL ITALY,10,ML,2.6,542030,12,39,10.0,2016-11-01 12:39:10,ICV,59
1080,2016-11-01,12:04:34,42.92,13.14,CENTRAL ITALY,10,ML,2.6,542024,12,4,34.0,2016-11-01 12:04:34,ICV,74
1069,2016-11-01,13:35:58,42.9,13.2,CENTRAL ITALY,9,ML,2.7,542038,13,35,58.0,2016-11-01 13:35:58,ICV,70
1070,2016-11-01,13:33:01,42.9,13.04,CENTRAL ITALY,10,ML,2.9,542039,13,33,1.0,2016-11-01 13:33:01,ICV,75
1071,2016-11-01,13:25:19,42.74,13.19,CENTRAL ITALY,10,ML,2.5,542037,13,25,19.0,2016-11-01 13:25:19,ICV,54
1072,2016-11-01,13:11:00,42.73,13.17,CENTRAL ITALY,10,ML,2.5,542035,13,11,0.0,2016-11-01 13:11:00,ICV,54
1067,2016-11-01,14:54:19,42.99,13.13,CENTRAL ITALY,9,ML,2.9,542066,14,54,19.0,2016-11-01 14:54:19,ICV,81
1068,2016-11-01,14:45:16,42.85,13.15,CENTRAL ITALY,11,ML,2.6,542065,14,45,16.0,2016-11-01 14:45:16,ICV,67
1061,2016-11-01,15:46:11,42.86,13.04,CENTRAL ITALY,10,ML,3.0,542081,15,46,11.0,2016-11-01 15:46:11,ICV,71
1062,2016-11-01,15:30:03,42.72,13.21,CENTRAL ITALY,10,ML,2.6,542079,15,30,3.0,2016-11-01 15:30:03,ICV,52
1063,2016-11-01,15:13:43,42.9,13.17,CENTRAL ITALY,9,ML,3.7,542074,15,13,43.0,2016-11-01 15:13:43,ICV,71
1065,2016-11-01,15:09:33,42.78,13.21,CENTRAL ITALY,10,ML,2.6,542077,15,9,33.0,2016-11-01 15:09:33,ICV,58
1066,2016-11-01,15:03:31,43.06,13.07,CENTRAL ITALY,9,ML,2.6,542076,15,3,31.0,2016-11-01 15:03:31,ICV,90
1056,2016-11-01,16:43:31,42.77,13.16,CENTRAL ITALY,13,ML,2.6,542093,16,43,31.0,2016-11-01 16:43:31,ICV,58
1057,2016-11-01,16:33:50,42.92,13.14,CENTRAL ITALY,9,ML,2.5,542091,16,33,50.0,2016-11-01 16:33:50,ICV,74
1058,2016-11-01,16:30:31,42.92,13.19,CENTRAL ITALY,2,ML,3.2,542088,16,30,31.0,2016-11-01 16:30:31,ICV,72
1060,2016-11-01,16:00:59,42.79,13.11,CENTRAL ITALY,12,ML,3.4,542084,16,0,59.0,2016-11-01 16:00:59,ICV,62
1051,2016-11-01,17:59:13,42.8,13.13,CENTRAL ITALY,2,ML,3.8,542111,17,59,13.0,2016-11-01 17:59:13,ICV,62
1052,2016-11-01,17:32:49,42.88,13.07,CENTRAL ITALY,10,ML,2.5,542100,17,32,49.0,2016-11-01 17:32:49,ICV,72
1053,2016-11-01,17:31:48,42.77,13.22,CENTRAL ITALY,13,ML,2.6,542101,17,31,48.0,2016-11-01 17:31:48,ICV,56
1054,2016-11-01,17:05:34,42.8,13.1,CENTRAL ITALY,11,ML,3.3,542099,17,5,34.0,2016-11-01 17:05:34,ICV,63
1047,2016-11-01,18:47:50,42.73,13.22,CENTRAL ITALY,10,ML,3.5,542128,18,47,50.0,2016-11-01 18:47:50,ICV,52
1048,2016-11-01,18:28:25,42.79,13.12,CENTRAL ITALY,10,ML,2.8,542122,18,28,25.0,2016-11-01 18:28:25,ICV,62
1049,2016-11-01,18:06:22,42.9,13.32,CENTRAL ITALY,24,ML,3.2,542121,18,6,22.0,2016-11-01 18:06:22,ICV,65
1050,2016-11-01,18:02:54,42.8,13.14,CENTRAL ITALY,2,ML,3.8,542119,18,2,54.0,2016-11-01 18:02:54,ICV,62
1044,2016-11-01,19:28:54,42.73,13.21,CENTRAL ITALY,11,ML,2.5,542134,19,28,54.0,2016-11-01 19:28:54,ICV,53
