,date,time,latitude,longitude,region name,depth,magnitude type,magnitude,eqid,hour,minute,second,datetime,has_influence_on,dist_from_path
66,2016-11-15,20:35:43,42.77,13.15,CENTRAL ITALY,10,ML,2.8,545775,20,35,43.0,2016-11-15 20:35:43,ICV,59
61,2016-11-15,22:57:52,42.75,13.21,CENTRAL ITALY,10,ML,3.3,545786,22,57,52.0,2016-11-15 22:57:52,ICV,55
54,2016-11-16,01:39:14,42.89,13.16,CENTRAL ITALY,8,ML,3.0,545820,1,39,14.0,2016-11-16 01:39:14,ICV,70
35,2016-11-16,09:44:08,42.71,13.15,CENTRAL ITALY,11,ML,2.6,545884,9,44,8.0,2016-11-16 09:44:08,ICV,53
36,2016-11-16,09:41:02,43.04,13.11,CENTRAL ITALY,8,ML,3.0,545883,9,41,2.0,2016-11-16 09:41:02,ICV,87
34,2016-11-16,10:34:42,42.93,13.23,CENTRAL ITALY,8,ML,2.9,545905,10,34,42.0,2016-11-16 10:34:42,ICV,71
27,2016-11-16,11:59:36,43.03,13.1,CENTRAL ITALY,8,ML,3.2,545934,11,59,36.0,2016-11-16 11:59:36,ICV,86
28,2016-11-16,11:54:16,42.57,18.6,MONTENEGRO,10,ML,2.3,545928,11,54,16.0,2016-11-16 11:54:16,ICV,163
29,2016-11-16,11:52:22,42.8,13.13,CENTRAL ITALY,9,ML,3.9,545930,11,52,22.0,2016-11-16 11:52:22,ICV,62
31,2016-11-16,11:13:56,42.87,13.18,CENTRAL ITALY,8,ML,2.5,545914,11,13,56.0,2016-11-16 11:13:56,ICV,67
33,2016-11-16,11:00:23,42.65,13.25,CENTRAL ITALY,10,ML,2.6,545908,11,0,23.0,2016-11-16 11:00:23,ICV,44
24,2016-11-16,13:37:15,42.8,13.14,CENTRAL ITALY,10,ML,2.5,545949,13,37,15.0,2016-11-16 13:37:15,ICV,62
25,2016-11-16,13:24:41,42.94,13.22,CENTRAL ITALY,9,ML,2.7,545943,13,24,41.0,2016-11-16 13:24:41,ICV,73
19,2016-11-16,15:36:07,43.03,13.11,CENTRAL ITALY,9,ML,2.5,545988,15,36,7.0,2016-11-16 15:36:07,ICV,86
22,2016-11-16,15:04:22,43.04,13.1,CENTRAL ITALY,9,ML,3.0,545982,15,4,22.0,2016-11-16 15:04:22,ICV,87
15,2016-11-16,17:33:12,43.04,13.1,CENTRAL ITALY,10,ML,2.5,545998,17,33,12.0,2016-11-16 17:33:12,ICV,87
10,2016-11-16,18:54:08,42.72,13.29,CENTRAL ITALY,13,ML,2.5,546011,18,54,8.0,2016-11-16 18:54:08,ICV,49
9,2016-11-16,19:28:18,42.92,13.16,CENTRAL ITALY,9,ML,2.6,546012,19,28,18.0,2016-11-16 19:28:18,ICV,73
5,2016-11-16,21:07:27,44.22,15.18,CROATIA,10,ML,3.4,546042,21,7,27.0,2016-11-16 21:07:27,ICV,127
1,2016-11-16,22:55:54,42.83,13.11,CENTRAL ITALY,10,ML,2.5,546052,22,55,54.0,2016-11-16 22:55:54,ICV,66
